,cleaned_event,cleaned_venue,cleaned_place,cleaned_date
12684,,,,1939-09-18
12685,,,,1939-09-21
12686,,,,1939-09-03
12687,,,,1939-11-12
12688,,,,1939-10-27
12689,,,,1939-11-16
12690,,,,1939-11-28
12691,,,,1939-12-06
12692,,,,1939-12-21
12693,,,,1939-01-01
12694,,,,1939-01-02
12695,,,,1939-01-06
12696,,,,1939-01-06
12697,,,,1939-01-07
12698,,,,1939-01-09
12699,,,,1939-01-11
12700,,,,1939-01-13
12701,,,,1939-01-14
12702,,,,1939-01-14
12703,,,,1939-01-15
12704,,,,1939-01-17
12705,,,,1939-01-18
12706,,,,1939-01-18
12707,,,,1939-01-21
12708,,,,1939-01-21
12709,,,,1939-01-21
12710,,,,1939-01-21
12711,,,,1939-01-22
12712,,,,1939-01-22
12713,,,,1939-01-23
12714,,,,1939-01-24
12715,,,,1939-01-26
12716,,,,1939-01-26
12717,,,,1939-01-28
12718,,,,1939-01-30
12719,,,,1939-01-31
12720,,,,1939-02-02
12721,,,,1939-02-02
12722,,,,1939-02-03
12723,,,,1939-02-03
12724,,,,1939-02-07
12725,,,,1939-02-09
12726,,,,1939-02-10
12727,,,,1939-02-19
12728,,,,1939-02-11
12729,,,,1939-02-14
12730,,,,1939-02-15
12731,,,,1939-02-15
12732,,,,1939-02-16
12733,,,,1939-02-16
12734,,,,1939-02-17
12735,,,,1939-02-17
12736,,,,1939-02-23
12737,,,,1939-02-18
12738,,,,1939-02-18
12739,,,,1939-02-18
12740,,,,1939-02-21
12741,,,,1939-02-21
12742,,,,1939-02-22
12743,,,,1939-02-23
12744,,,,1939-02-24
12745,,,,1939-02-24
12746,,,,1939-02-25
12747,,,,1939-02-24
12748,,,,1939-02-27
12749,,,,1939-02-28
12750,,,,1939-02-01
12751,,,,1939-03-02
12752,,,,1939-03-02
12753,,,,1939-03-04
12754,,,,1939-03-05
12755,,,,1939-03-07
12756,,,,1939-03-09
12757,,,,1939-03-09
12758,,,,1939-03-11
12759,,,,1939-03-11
12760,,,,1939-03-11
12761,,,,1939-03-11
12762,,,,1939-03-11
12763,,,,1939-03-14
12764,,,,1939-03-07
12765,,,,1939-03-12
12766,,,,1939-03-17
12767,,,,1939-03-18
12768,,,,1939-03-19
12769,,,,1939-03-21
12770,,,,1939-03-21
12771,,,,1939-03-22
12772,,,,1939-03-23
12773,,,,1939-03-25
12774,,,,1939-03-26
12775,,,,1939-03-28
12776,,,,1939-03-29
12777,,,,1939-03-29
12778,,,,1939-03-01
12779,,,,1939-03-01
12780,,,,1939-01-01
12781,,,,1939-04-19
12782,,,,1939-04-20
12783,,,,1939-04-23
12784,,,,1939-04-26
12785,,,,1939-04-26
12786,,,,1939-04-27
12787,,,,1939-01-01
12788,,,,1939-04-15
12789,,,,1939-05-01
12790,,,,
12791,,,,1940-01-01
12792,,,,1940-01-01
12793,,,,1940-09-04
12794,,,,1940-01-01
12795,,,,1940-02-14
12796,,,,1940-04-24
12797,,,,1940-01-01
12798,,,,1940-04-24
12799,,,,1940-01-01
12800,,,,1940-01-01
12801,,,,1940-10-22
12802,,,,1940-06-30
12803,,,,1940-08-30
12804,,,,1940-01-01
12805,,,,1940-09-01
12806,,,,1940-09-27
12807,,,,1940-10-09
12808,,,,1940-10-09
12809,,,,1940-10-09
12810,,,,1940-10-24
12811,,,,1940-12-31
12812,,,,1940-12-31
12813,,,,1940-01-01
12814,,,,1940-02-20
12815,,,,1940-02-14
12816,,,,1940-02-22
12817,,,,1940-02-27
12818,,,,1940-02-27
12819,,,,1940-02-27
12820,,,,1940-02-27
12821,,,,1940-02-27
12822,,,,1940-02-27
12823,,,,1940-02-27
12824,,,,1940-02-27
12825,,,,1940-01-06
12826,,,,1940-01-11
12827,,,,1940-03-01
12828,,,,1940-03-25
12829,,,,1941-03-25
12830,,,,1928-09-02
12831,,,,1940-03-12
12832,,,,1940-03-12
12833,,,,1940-03-16
12834,,,,1940-03-01
12835,,,,1940-03-17
12836,,,,1940-03-30
12837,,,,1940-03-28
12838,,,,1940-03-30
12839,,,,1940-04-14
12840,,,,1940-04-09
12841,,,,1940-04-08
12842,,,,1940-04-06
12843,,,,1940-04-09
12844,,,,1940-04-15
12845,,,,1940-04-23
12846,,,,1940-04-03
12847,,,,1940-04-03
12848,,,,1940-04-25
12849,,,,1940-04-26
12850,,,,1940-04-27
12851,,,,1940-04-27
12852,,,,1940-04-30
12853,,,,1940-04-06
12854,,,,1940-05-01
12855,,,,1940-05-22
12856,,,,1940-05-15
12857,,,,1940-05-24
12858,,,,1940-05-25
12859,,,,1940-05-26
12860,,,,1940-05-26
12861,,,,1940-05-28
12862,,,,1940-05-29
12863,,,,1940-08-03
12864,,,,1940-05-15
12865,,,,1940-05-25
12866,,,,1940-06-02
12867,,,,1940-06-02
12868,,,,1940-07-04
12869,,,,1940-07-06
12870,,,,1940-07-14
12871,,,,1940-07-14
12872,,,,1940-07-23
12873,,,,1940-08-18
12874,,,,1940-10-09
12875,,,,1940-09-01
12876,,,,1940-09-01
12877,,,,1940-09-01
12878,,,,1940-09-01
12879,,,,1940-09-13
12880,,,,1940-09-17
12881,,,,1940-09-28
12882,,,,1940-10-18
12883,,,,1940-10-20
12884,,,,1940-10-20
12885,,,,1940-10-23
12886,,,,1940-10-18
12887,,,,1940-10-27
12888,,,,1940-10-28
12889,,,,1940-10-28
12890,,,,1940-11-03
12891,,,,1940-11-07
12892,,,,1940-11-09
12893,,,,1940-11-23
12894,,,,1940-11-29
12895,,,,1940-11-15
12896,,,,1940-12-07
12897,,,,1940-12-01
12898,,,,1940-12-15
12899,,,,1940-12-15
12900,,,,1940-12-03
12901,,,,1940-12-28
12902,,,,1940-06-28
12903,,,,1940-08-26
12904,,,,1941-03-14
12905,,,,1941-03-30
12906,,,,1941-03-09
12907,,,,
12908,,,,1941-03-08
12909,,,,1941-05-06
12910,,,,1941-01-01
12911,,,,1941-01-01
12912,,,,1941-01-07
12913,,,,1941-01-08
12914,,,,1941-01-09
12915,Airlines Terminal Dinner,,,1941-01-14
12916,,,,1941-01-16
12917,,,,1941-01-18
12918,,,,1941-01-22
12919,,,,1941-01-04
12920,,,,1941-02-12
12921,,,,1941-02-21
12922,,,,1941-02-23
12923,,,,1941-03-03
12924,,,,1941-03-09
12925,,,,1941-03-10
12926,,,,1941-03-12
12927,,,,1941-03-13
12928,,,,1941-03-06
12929,,,,1941-03-08
12930,,,,1941-03-29
12931,,,,1941-03-21
12932,,,,1941-03-17
12933,,,,1941-04-01
12934,,,,1941-04-01
12935,,,,1941-04-04
12936,,,,1941-04-14
12937,,,,1941-04-13
12938,,,,1941-05-03
12939,,,,1941-05-03
12940,,,,1941-05-20
12941,,,,1941-05-30
12942,,,,1941-06-03
12943,,,,1941-07-06
12944,,,,1941-07-16
12945,,,,1941-07-23
12946,,,,1941-07-23
12947,,,,1941-07-29
12948,,,,1941-08-02
12949,,,,1941-08-09
12950,,,,1941-08-10
12951,,,,1941-08-08
12952,,,,1941-08-13
12953,,,,1941-08-15
12954,,,,1941-08-17
12955,,,,1941-08-16
12956,,,,1941-08-17
12957,,,,1941-08-18
12958,,,,1941-08-20
12959,,,,1941-08-22
12960,,,,1941-09-05
12961,,,,1941-09-06
12962,,,,1941-10-23
12963,,,,1941-09-01
12964,,,,1941-09-21
12965,,,,1941-09-29
12966,,,,1941-09-30
12967,,,,1941-10-02
12968,,,,1941-10-06
12969,,,,1941-10-23
12970,,,,1941-11-13
12971,,,,1941-01-01
12972,,,,1941-11-19
12973,,,,1941-11-18
12974,Luncheonette,,,1941-12-09
12975,,,,1941-11-26
12976,,,,1941-11-20
12977,,,,1941-12-01
12978,,,,1941-11-27
12979,,,,1941-09-18
12980,,,,1941-12-14
12981,,,,1937-03-04
12982,,,,1937-01-01
12983,,,,1937-01-19
12984,,,,1937-01-20
12985,,,,1937-01-07
12986,,,,1937-01-09
12987,,,,1937-01-19
12988,,,,1937-02-08
12989,,,,1937-02-07
12990,,,,1937-01-01
12991,,,,1937-02-20
12992,,,,1937-02-27
12993,,,,1937-01-01
12994,,,,1937-02-07
12995,,,,1937-02-11
12996,,,,1937-02-26
12997,,,,1937-02-20
12998,,,,1937-01-01
12999,,,,1937-02-10
13000,,,,1937-01-01
13001,,,,1937-02-09
13002,,,,1937-02-17
13003,,,,1937-01-01
13004,,,,1937-01-01
13005,,,,1937-02-27
13006,,,,1937-01-01
13007,,,,1937-01-01
13008,,,,1937-02-15
13009,,,,1937-02-09
13010,,,,1937-03-03
13011,,,,1937-03-03
13012,,,,1937-03-03
13013,,,,1937-03-03
13014,,,,1937-01-01
13015,,,,1937-03-04
13016,,,,1937-03-03
13017,,,,1937-01-01
13018,,,,1937-01-01
13019,,,,1937-03-04
13020,,,,1937-03-06
13021,,,,1937-03-06
13022,,,,1937-03-06
13023,,,,1937-03-06
13024,,,,1937-03-09
13025,,,,1937-03-10
13026,,,,1937-03-09
13027,,,,1937-03-13
13028,,,,1937-03-17
13029,,,,1937-03-10
13030,,,,1937-03-12
13031,,,,1937-03-12
13032,,,,1937-03-10
13033,,,,1937-03-12
13034,,,,1937-03-12
13035,,,,1937-03-18
13036,,,,1937-03-18
13037,,,,1937-01-01
13038,,,,1937-01-01
13039,,,,1937-01-01
13040,,,,1937-03-18
13041,,,,1937-03-18
13042,,,,1937-04-03
13043,,,,1937-04-03
13044,,,,1937-04-03
13045,,,,1937-04-03
13046,,,,1937-04-07
13047,,,,1937-04-08
13048,,,,1937-04-10
13049,,,,1937-04-12
13050,,,,1937-04-14
13051,,,,1937-04-21
13052,,,,1937-04-19
13053,,,,1937-04-21
13054,,,,1937-04-22
13055,,,,1937-04-23
13056,,,,1937-04-24
13057,,,,1937-04-24
13058,,,,1937-04-25
13059,,,,1937-04-27
13060,,,,1937-04-28
13061,,,,1937-04-28
13062,,,,1937-04-29
13063,,,,1937-04-29
13064,,,,1937-05-05
13065,,,,1937-05-07
13066,,,,1937-05-07
13067,,,,1937-05-08
13068,,,,1937-05-12
13069,,,,1937-05-13
13070,,,,1937-05-01
13071,,,,1937-05-19
13072,,,,1937-05-15
13073,,,,1937-05-31
13074,,,,1937-06-17
13075,,,,1937-03-20
13076,,,,1937-07-23
13077,,,,1937-07-24
13078,,,,1937-11-14
13079,,,,1937-11-30
13080,,,,1937-07-19
13081,,,,1937-07-20
13082,,,,1937-07-24
13083,,,,1937-07-26
13084,,,,1937-12-27
13085,,,,1937-11-01
13086,,,,1937-08-19
13087,,,,1937-07-22
13088,,,,1937-07-04
13089,,,,1937-06-12
13090,,,,1937-06-09
13091,,,,1937-06-10
13092,,,,1937-06-10
13093,,,,1937-06-11
13094,,,,1937-06-11
13095,,,,1937-06-12
13096,,,,1937-06-12
13097,,,,1937-06-13
13098,,,,1937-06-13
13099,,,,1937-06-11
13100,,,,1937-06-12
13101,,,,1937-06-13
13102,,,,1937-08-07
13103,,,,1937-08-08
13104,,,,1937-08-05
13105,,,,1937-08-06
13106,,,,1937-08-06
13107,,,,1937-08-08
13108,,,,1937-06-11
13109,,,,1937-06-12
13110,,,,1937-06-12
13111,,,,1937-06-13
13112,,,,1937-06-13
13113,,,,1937-06-19
13114,,,,1937-06-14
13115,,,,1937-06-15
13116,,,,1937-06-15
13117,,,,1937-06-16
13118,,,,1937-06-17
13119,,,,1937-06-19
13120,,,,1937-07-30
13121,,,,1937-07-25
13122,,,,1937-09-08
13123,,,,1937-09-05
13124,,,,1937-09-07
13125,,,,1937-09-08
13126,,,,1937-09-09
13127,,,,1937-06-09
13128,,,,1937-06-10
13129,,,,1937-07-30
13130,,,,1937-08-06
13131,,,,1937-08-11
13132,,,,1937-08-14
13133,,,,1937-12-31
13134,,,,1937-12-27
13135,,,,1937-12-28
13136,,,,1937-12-28
13137,,,,1937-12-29
13138,,,,1937-12-29
13139,,,,1937-12-30
13140,,,,1937-12-30
13141,,,,1937-12-31
13142,,,,1937-08-16
13143,,,,1937-12-29
13144,,,,1937-12-09
13145,,,,1937-01-01
13146,,,,1937-10-01
13147,,,,1937-10-06
13148,,,,1937-10-08
13149,,,,1937-10-09
13150,,,,1937-10-15
13151,,,,1937-10-16
13152,,,,1937-10-17
13153,,,,1937-10-19
13154,,,,1937-10-21
13155,,,,1937-10-07
13156,,,,1937-10-23
13157,,,,1937-10-23
13158,,,,1937-10-27
13159,,,,1937-10-28
13160,,,,1937-06-08
13161,,,,1937-07-02
13162,,,,1937-08-05
13163,,,,1937-08-25
13164,,,,1937-08-18
13165,,,,1937-09-09
13166,,,,1937-09-10
13167,,,,1937-09-17
13168,,,,1937-09-23
13169,,,,1937-09-30
13170,,,,1937-12-21
13171,,,,1937-01-01
13172,,,,1937-01-01
13173,,,,1937-01-07
13174,,,,1937-01-01
13175,,,,1937-01-01
13176,,,,1935-07-28
13177,,,,1935-07-29
13178,,,,1935-07-29
13179,,,,1935-07-13
13180,,,,1935-08-02
13181,,,,1935-08-16
13182,,,,1935-08-20
13183,,,,1935-08-21
13184,,,,1935-08-25
13185,,,,1935-08-02
13186,,,,1935-08-03
13187,,,,1935-08-03
13188,,,,1935-08-09
13189,,,,1935-08-10
13190,,,,1935-08-10
13191,,,,1935-08-27
13192,,,,1935-10-06
13193,,,,1935-10-20
13194,,,,1935-10-18
13195,,,,1935-10-25
13196,,,,1935-10-01
13197,,,,1935-12-12
13198,,,,1935-12-08
13199,,,,1935-12-21
13200,,,,1935-12-28
13201,,,,1935-12-14
13202,,,,1935-12-28
13203,,,,1935-12-31
13204,,,,1935-12-20
13205,,,,1935-11-08
13206,,,,1935-11-10
13207,,,,1935-11-27
13208,,,,1935-11-28
13209,,,,1935-11-19
13210,,,,1934-01-25
13211,,,,1934-02-06
13212,,,,1934-03-10
13213,,,,1934-03-17
13214,,,,1934-04-08
13215,,,,1934-04-28
13216,,,,1934-04-29
13217,,,,1934-05-01
13218,,,,1934-05-15
13219,,,,1934-05-30
13220,,,,1934-06-03
13221,,,,1934-06-04
13222,,,,1934-06-06
13223,,,,1934-06-04
13224,,,,1934-06-04
13225,,,,1934-01-19
13226,,,,1934-01-20
13227,,,,1934-06-19
13228,,,,1934-03-21
13229,,,,1934-03-01
13230,,,,1934-08-14
13231,,,,1934-08-15
13232,,,,1934-08-16
13233,,,,1934-08-17
13234,,,,1934-08-18
13235,,,,1934-08-13
13236,,,,1934-08-20
13237,,,,1934-08-25
13238,,,,1934-08-26
13239,,,,1934-08-28
13240,,,,1934-08-28
13241,,,,1934-10-26
13242,,,,1934-11-03
13243,,,,1934-12-07
13244,,,,1934-12-11
13245,,,,1934-12-20
13246,,,,1935-01-16
13247,,,,1935-01-24
13248,,,,1935-01-26
13249,,,,1935-01-28
13250,,,,1935-01-29
13251,,,,1935-01-29
13252,,,,1935-01-27
13253,,,,1935-01-24
13254,,,,1935-02-08
13255,,,,1935-02-09
13256,,,,1935-01-10
13257,,,,1935-02-09
13258,,,,1935-02-12
13259,,,,1935-02-28
13260,,,,1935-03-13
13261,,,,1935-03-18
13262,,,,1935-03-25
13263,,,,1935-03-04
13264,,,,1935-03-04
13265,,,,1935-04-28
13266,,,,1935-05-17
13267,,,,1935-05-24
13268,,,,1935-05-28
13269,,,,1935-06-30
13270,,,,1935-06-05
13271,,,,1935-06-16
13272,,,,1935-06-18
13273,,,,1935-06-19
13274,,,,1935-06-09
13275,,,,1935-06-20
13276,,,,1935-06-07
13277,,,,1935-06-16
13278,,,,1935-01-01
13279,,,,1935-07-05
13280,,,,1935-07-06
13281,,,,1935-07-06
13282,,,,1935-08-20
13283,,,,1935-07-20
13284,,,,1935-07-21
13285,,,,1938-01-01
13286,,,,1938-01-01
13287,,,,1938-01-01
13288,,,,1938-01-02
13289,,,,1938-01-01
13290,,,,1938-01-20
13291,,,,1938-09-23
13292,,,,1938-02-07
13293,,,,1938-01-01
13294,,,,1938-03-01
13295,,,,1938-03-03
13296,,,,1938-03-03
13297,,,,1938-03-04
13298,,,,1938-03-05
13299,,,,1938-03-07
13300,,,,1938-03-09
13301,,,,1938-03-09
13302,,,,1938-03-10
13303,,,,1938-03-11
13304,,,,1938-03-12
13305,,,,1938-03-12
13306,,,,1938-03-03
13307,,,,1938-03-16
13308,,,,1938-03-16
13309,,,,1938-01-01
13310,,,,
13311,,,,
13312,,,,1938-03-17
13313,,,,1938-03-17
13314,,,,1938-03-19
13315,,,,1938-03-20
13316,,,,1938-03-20
13317,,,,1938-03-24
13318,,,,1938-03-24
13319,,,,1938-03-25
13320,,,,1938-03-25
13321,,,,1938-03-30
13322,,,,1938-03-14
13323,,,,1938-04-04
13324,,,,1938-04-05
13325,,,,1938-04-07
13326,,,,1938-04-08
13327,,,,1938-04-13
13328,,,,1938-04-18
13329,,,,1938-04-17
13330,,,,1938-04-19
13331,,,,1938-04-30
13332,,,,1938-05-01
13333,,,,1938-05-02
13334,,,,1938-05-03
13335,,,,1938-05-04
13336,,,,1938-05-04
13337,,,,1938-05-05
13338,,,,1938-05-07
13339,,,,1938-05-10
13340,,,,1938-05-10
13341,,,,1938-05-14
13342,,,,1938-05-17
13343,,,,1938-05-21
13344,,,,1938-05-19
13345,,,,1938-05-22
13346,,,,1938-05-22
13347,,,,1938-05-25
13348,,,,1938-05-26
13349,,,,1938-05-27
13350,,,,1938-05-31
13351,,,,1938-04-18
13352,,,,1938-04-18
13353,,,,1938-04-20
13354,,,,1938-04-22
13355,,,,1938-04-22
13356,,,,1938-04-25
13357,,,,1938-04-26
13358,,,,1938-04-27
13359,,,,1938-04-28
13360,,,,1938-04-28
13361,,,,1938-04-30
13362,,,,1938-01-05
13363,,,,1938-01-01
13364,,,,1938-07-04
13365,,,,1938-07-05
13366,,,,1938-07-06
13367,,,,1938-07-07
13368,,,,1938-07-09
13369,,,,
13370,,,,1938-01-01
13371,,,,1938-07-09
13372,,,,1938-09-23
13373,,,,1938-12-27
13374,,,,1938-10-12
13375,,,,1938-09-27
13376,,,,1938-06-07
13377,,,,1938-09-15
13378,,,,1938-06-06
13379,,,,1938-09-16
13380,,,,1938-01-01
13381,,,,1938-11-29
13382,,,,1938-08-25
13383,,,,1938-07-04
13384,,,,1938-01-01
13385,,,,1938-11-18
13386,,,,1938-12-16
13387,,,,1938-07-10
13388,,,,1938-12-18
13389,,,,
13390,,,,1938-09-14
13391,,,,1938-06-04
13392,,,,1938-12-15
13393,,,,1938-06-03
13394,,,,1938-10-14
13395,,,,1938-12-06
13396,,,,1938-11-26
13397,,,,1938-10-27
13398,,,,1938-09-22
13399,,,,1938-09-19
13400,,,,1938-09-08
13401,,,,1938-07-08
13402,,,,1938-07-10
13403,,,,1938-12-01
13404,,,,1938-11-23
13405,,,,1938-09-01
13406,,,,1938-09-02
13407,,,,1938-09-04
13408,,,,1938-09-04
13409,,,,1938-09-05
13410,,,,1938-09-05
13411,,,,1938-09-06
13412,,,,1938-09-07
13413,,,,1938-07-28
13414,,,,1938-01-01
13415,,,,1935-06-10
13416,,,,
13417,,,,1938-07-09
13418,,,,1938-07-04
13419,,,,1938-07-10
13420,,,,1938-07-04
13421,,,,1938-08-17
13422,,,,1938-06-16
13423,,,,1938-06-30
13424,,,,1938-06-14
13425,,,,1938-08-01
13426,,,,1938-07-06
13427,,,,1938-07-07
13428,,,,1938-07-08
13429,,,,1938-07-09
13430,,,,1938-07-10
13431,,,,1938-07-10
13432,,,,1938-11-06
13433,,,,1938-11-08
13434,,,,1938-07-03
13435,,,,1938-01-01
13436,,,,1938-08-12
13437,,,,1938-12-22
13438,,,,1938-12-22
13439,,,,1938-01-01
13440,,,,1938-10-21
13441,,,,1938-06-23
13442,,,,1938-07-17
13443,,,,1933-04-01
13444,,,,1933-04-02
13445,,,,1933-04-03
13446,,,,1933-04-04
13447,,,,1933-04-05
13448,,,,1933-04-05
13449,,,,1933-04-07
13450,,,,1933-04-07
13451,,,,1933-04-08
13452,,,,1933-04-08
13453,,,,1933-04-09
13454,,,,1933-04-09
13455,,,,1933-04-11
13456,,,,1933-04-12
13457,,,,1933-04-12
13458,,,,1933-04-13
13459,,,,1933-04-13
13460,,,,1933-04-14
13461,,,,1933-04-14
13462,,,,1933-05-15
13463,,,,1933-05-15
13464,,,,1933-05-15
13465,,,,1933-05-01
13466,,,,1933-05-02
13467,,,,1933-05-03
13468,,,,1933-05-13
13469,,,,1933-05-13
13470,,,,1933-05-04
13471,,,,1933-05-01
13472,,,,1933-05-10
13473,,,,
13474,,,,1933-05-13
13475,,,,1933-05-01
13476,,,,1933-05-01
13477,,,,1933-05-13
13478,,,,1933-05-13
13479,,,,1933-05-06
13480,,,,1933-05-01
13481,,,,1933-05-02
13482,,,,1933-05-05
13483,,,,1933-05-11
13484,,,,1933-05-12
13485,,,,1933-05-13
13486,,,,1933-05-14
13487,,,,1933-05-15
13488,,,,1933-05-15
13489,,,,1933-05-04
13490,,,,1933-05-15
13491,,,,1933-05-15
13492,,,,1933-05-15
13493,,,,1933-05-15
13494,,,,1933-05-15
13495,,,,1933-05-15
13496,,,,1933-04-20
13497,,,,1933-04-26
13498,,,,1933-04-25
13499,,,,1933-04-23
13500,,,,1933-04-30
13501,,,,1933-04-30
13502,,,,1933-05-16
13503,,,,1933-05-16
13504,,,,1933-05-16
13505,,,,1933-05-16
13506,,,,1933-05-17
13507,,,,1933-05-17
13508,,,,1933-05-18
13509,,,,1933-05-18
13510,,,,1933-05-18
13511,,,,1933-05-19
13512,,,,1933-05-19
13513,,,,1933-05-19
13514,,,,1933-05-20
13515,,,,1933-05-20
13516,,,,1933-05-22
13517,,,,1933-05-22
13518,,,,1933-05-22
13519,,,,1933-05-16
13520,,,,1933-05-16
13521,,,,1933-05-16
13522,,,,1933-05-16
13523,,,,1933-05-16
13524,,,,1933-05-16
13525,,,,1933-04-25
13526,,,,1933-05-25
13527,,,,1933-04-26
13528,,,,1933-04-28
13529,,,,1933-04-30
13530,,,,1933-04-15
13531,,,,1933-04-15
13532,,,,1933-04-16
13533,,,,1933-04-16
13534,,,,1933-04-17
13535,,,,1933-04-17
13536,,,,1933-04-18
13537,,,,1933-04-18
13538,,,,1933-04-19
13539,,,,1933-04-19
13540,,,,1933-04-21
13541,,,,1933-04-22
13542,,,,1933-04-22
13543,,,,1933-04-23
13544,,,,1933-04-23
13545,,,,1933-04-24
13546,,,,1933-04-24
13547,,,,1933-04-25
13548,,,,1933-04-26
13549,,,,1933-04-26
13550,,,,1933-04-27
13551,,,,1933-04-29
13552,,,,1933-05-17
13553,,,,1933-05-17
13554,,,,1933-05-17
13555,,,,1933-05-18
13556,,,,1933-05-18
13557,,,,1933-05-18
13558,,,,1933-05-18
13559,,,,1933-05-18
13560,,,,1933-05-18
13561,,,,1933-05-19
13562,,,,1933-05-19
13563,,,,1933-05-19
13564,,,,1933-05-19
13565,,,,1933-10-10
13566,,,,1933-11-10
13567,,,,1933-11-17
13568,,,,1933-11-21
13569,,,,1933-12-01
13570,,,,1933-12-18
13571,,,,1933-06-06
13572,,,,1933-06-07
13573,,,,1933-06-07
13574,,,,1933-06-08
13575,,,,1933-06-08
13576,,,,1933-06-09
13577,,,,1933-06-09
13578,,,,1933-06-10
13579,,,,1933-06-10
13580,,,,1933-06-11
13581,,,,1933-06-11
13582,,,,1933-06-12
13583,,,,1933-06-12
13584,,,,1933-06-13
13585,,,,1933-06-14
13586,,,,1933-06-14
13587,,,,1933-06-15
13588,,,,1933-06-15
13589,,,,1933-06-16
13590,,,,1933-06-06
13591,,,,1933-06-16
13592,,,,1933-06-17
13593,,,,1933-06-17
13594,,,,1933-06-18
13595,,,,1933-06-18
13596,,,,1933-06-19
13597,,,,1933-06-19
13598,,,,1933-06-20
13599,,,,1933-06-20
13600,,,,1933-06-21
13601,,,,1933-06-21
13602,,,,1933-06-22
13603,,,,1933-06-22
13604,,,,1933-06-23
13605,,,,1933-06-23
13606,,,,1933-06-24
13607,,,,1933-06-24
13608,,,,1933-06-25
13609,,,,1933-06-25
13610,,,,1933-06-26
13611,,,,1933-06-26
13612,,,,1933-06-27
13613,,,,1933-06-27
13614,,,,1933-06-28
13615,,,,1933-06-28
13616,,,,1933-06-29
13617,,,,1933-06-29
13618,,,,1933-06-30
13619,,,,1933-06-30
13620,,,,1933-07-01
13621,,,,1933-07-01
13622,,,,1933-07-02
13623,,,,1933-07-02
13624,,,,1933-07-03
13625,,,,1933-07-03
13626,,,,1933-07-04
13627,,,,1933-07-04
13628,,,,1933-07-05
13629,,,,1933-07-05
13630,,,,1933-07-06
13631,,,,1933-07-06
13632,,,,1933-03-23
13633,,,,1933-01-01
13634,,,,
13635,,,,
13636,,,,
13637,,,,1933-01-01
13638,,,,1933-01-28
13639,,,,1933-01-18
13640,,,,1933-02-01
13641,,,,1933-02-15
13642,,,,1933-02-02
13643,,,,1933-02-02
13644,,,,1933-02-02
13645,,,,1933-02-02
13646,,,,1933-02-02
13647,,,,1933-02-05
13648,,,,1933-02-06
13649,,,,1933-02-01
13650,,,,1933-02-01
13651,,,,1933-02-02
13652,,,,1933-02-02
13653,,,,1933-02-03
13654,,,,1933-02-03
13655,,,,1933-02-04
13656,,,,1933-02-04
13657,,,,1933-02-05
13658,,,,1933-02-05
13659,,,,1933-02-06
13660,,,,1933-02-06
13661,,,,1933-02-07
13662,,,,1933-02-07
13663,,,,1933-02-08
13664,,,,1933-02-09
13665,,,,1933-02-11
13666,,,,1933-02-12
13667,,,,1933-02-14
13668,,,,1933-02-08
13669,,,,1933-02-08
13670,,,,1933-02-09
13671,,,,1933-02-09
13672,,,,1933-02-10
13673,,,,1933-02-10
13674,,,,1933-02-11
13675,,,,1933-02-12
13676,,,,1933-02-12
13677,,,,1933-02-13
13678,,,,1933-02-13
13679,,,,1933-02-14
13680,,,,1933-02-14
13681,,,,1933-02-15
13682,,,,1933-02-15
13683,,,,1933-02-15
13684,,,,1933-02-13
13685,,,,1933-02-11
13686,,,,1933-02-17
13687,,,,1933-02-17
13688,,,,1933-02-18
13689,,,,1933-02-18
13690,,,,1933-02-19
13691,,,,1933-02-19
13692,,,,1933-02-20
13693,,,,1933-02-20
13694,,,,1933-02-21
13695,,,,1933-02-21
13696,,,,1933-02-22
13697,,,,1933-02-22
13698,,,,1933-02-23
13699,,,,1933-02-18
13700,,,,1933-02-19
13701,,,,1933-02-17
13702,,,,1933-02-17
13703,,,,1933-02-20
13704,,,,1933-01-28
13705,,,,1933-02-25
13706,,,,1933-02-24
13707,,,,1933-02-25
13708,,,,1933-02-26
13709,,,,1933-02-26
13710,,,,1933-02-27
13711,,,,1933-02-27
13712,,,,1933-02-24
13713,,,,1933-03-12
13714,,,,1933-03-09
13715,,,,1933-03-09
13716,,,,1933-03-28
13717,,,,1933-03-05
13718,,,,1933-03-27
13719,,,,1933-03-09
13720,,,,1933-03-20
13721,,,,1933-03-28
13722,,,,1933-04-08
13723,,,,1933-04-12
13724,,,,1933-04-14
13725,,,,1933-04-07
13726,,,,1933-04-05
13727,,,,1933-04-05
13728,,,,1933-04-01
13729,,,,1933-05-19
13730,,,,1933-05-19
13731,,,,1933-05-20
13732,,,,1933-05-20
13733,,,,1933-05-20
13734,,,,1933-05-22
13735,,,,1933-05-22
13736,,,,1933-05-22
13737,,,,1933-05-16
13738,,,,1933-05-18
13739,,,,1933-05-18
13740,,,,1933-05-20
13741,,,,1933-05-21
13742,,,,1933-05-22
13743,,,,1933-05-22
13744,,,,1933-05-23
13745,,,,1933-05-24
13746,,,,1933-05-24
13747,,,,1933-05-23
13748,,,,1933-05-23
13749,,,,1933-05-24
13750,,,,1933-05-24
13751,,,,1933-05-24
13752,,,,1933-05-25
13753,,,,1933-05-25
13754,,,,1933-05-25
13755,,,,1933-05-23
13756,,,,1933-05-23
13757,,,,1933-05-23
13758,,,,1933-05-24
13759,,,,1933-05-24
13760,,,,1933-05-24
13761,,,,1933-05-24
